tau,f1,tp,fp,fn
0.011830894104224068,0.6292134831460674,28,33,0
0.013148142115189006,0.6363636363636364,28,32,0
0.013729029175408422,0.6436781609195402,28,31,0
0.014067010329607818,0.6511627906976745,28,30,0
0.01590962146541569,0.6588235294117647,28,29,0
0.016684463231419117,0.6666666666666666,28,28,0
0.0185713749176013,0.6746987951807228,28,27,0
0.018620182175569155,0.6829268292682926,28,26,0
0.018970325283968845,0.6913580246913581,28,25,0
0.020009101302001394,0.7000000000000001,28,24,0
0.022153298492031192,0.7088607594936709,28,23,0
0.02539844960633462,0.717948717948718,28,22,0
0.026121292767016784,0.7272727272727273,28,21,0
0.028335768364614173,0.7368421052631579,28,20,0
0.028489533937197636,0.7466666666666666,28,19,0
0.033713993875179774,0.7567567567567568,28,18,0
0.04122467698886025,0.7671232876712328,28,17,0
0.05294027303157438,0.7777777777777778,28,16,0
0.05306096966478958,0.7887323943661972,28,15,0
0.05452334096480493,0.8,28,14,0
0.06763060733494015,0.8115942028985507,28,13,0
0.06890193100592812,0.8235294117647058,28,12,0
0.07061632724010194,0.835820895522388,28,11,0
0.07458604937674612,0.8484848484848484,28,10,0
0.07710855619963439,0.8615384615384616,28,9,0
0.0789903263163632,0.8750000000000001,28,8,0
0.09177535072564293,0.888888888888889,28,7,0
0.09338162199684724,0.9032258064516129,28,6,0
0.10428036186587042,0.9180327868852458,28,5,0
0.2160576536447634,0.9333333333333333,28,4,0
0.25227805820551713,0.9491525423728813,28,3,0
0.2873575061158067,0.9655172413793104,28,2,0
0.4670109521308816,0.9473684210526316,27,2,1
0.47886997981990687,0.9285714285714286,26,2,2
0.5,0.9090909090909091,25,2,3
0.5217748968739903,0.9090909090909091,25,2,3
0.5842427118761806,0.9259259259259259,25,1,3
0.5859185948680348,0.9056603773584904,24,1,4
0.6018005979918697,0.8846153846153847,23,1,5
0.6913568569245637,0.8627450980392156,22,1,6
0.7575084355880547,0.88,22,0,6
0.7868450867727842,0.8571428571428571,21,0,7
0.857172761925914,0.8333333333333333,20,0,8
0.8707849323186165,0.8085106382978724,19,0,9
0.87716598316265,0.782608695652174,18,0,10
0.8966269597782711,0.7555555555555554,17,0,11
0.9344451474113765,0.7272727272727273,16,0,12
0.9526286549707603,0.6976744186046512,15,0,13
0.9635319163613807,0.6666666666666666,14,0,14
0.9637755847953215,0.6341463414634146,13,0,15
0.9729684472109921,0.6,12,0,16
0.9790015948963317,0.5641025641025641,11,0,17
0.9795394736842106,0.4864864864864865,9,0,19
0.9812205423380871,0.4444444444444445,8,0,20
0.9907447505859796,0.4,7,0,21
0.9908866170041619,0.35294117647058826,6,0,22
0.9964983201158649,0.30303030303030304,5,0,23
0.9971188107363557,0.25,4,0,24
0.9974268915444364,0.19354838709677416,3,0,25
0.9979268915444365,0.13333333333333333,2,0,26
0.9995394736842106,0.0689655172413793,1,0,27
