tau,f1,tp,fp,fn
0.0009931176080983997,0.2874251497005988,48,237,1
0.0009996380711320527,0.2882882882882883,48,236,1
0.0009997442078403314,0.29357798165137616,48,230,1
0.001010784251833661,0.29721362229102166,48,226,1
0.001015374643198584,0.2981366459627329,48,225,1
0.0010201753768727686,0.2990654205607477,48,224,1
0.0010368682749366958,0.3,48,223,1
0.0010459366491799413,0.30094043887147337,48,222,1
0.0010527723964252563,0.3018867924528302,48,221,1
0.001052861245825523,0.30283911671924285,48,220,1
0.0010556506866769002,0.3037974683544304,48,219,1
0.0010572429189687602,0.30476190476190473,48,218,1
0.0010757398770383881,0.3057324840764331,48,217,1
0.0011036319345746185,0.30670926517571884,48,216,1
0.0011181420567281948,0.3076923076923077,48,215,1
0.001133025604571593,0.30868167202572344,48,214,1
0.0011442466929819186,0.3096774193548387,48,213,1
0.0011555937900394819,0.31067961165048547,48,212,1
0.001174075422926426,0.3116883116883117,48,211,1
0.0011835709367431372,0.3127035830618892,48,210,1
0.0012247781812583537,0.3137254901960784,48,209,1
0.001269116695687046,0.3147540983606557,48,208,1
0.0013014311482799376,0.3157894736842105,48,207,1
0.0013035276782258113,0.31683168316831684,48,206,1
0.0013102070827903714,0.3178807947019867,48,205,1
0.0013407360276672445,0.31893687707641194,48,204,1
0.001340908472610939,0.31999999999999995,48,203,1
0.0013482232608584012,0.3210702341137124,48,202,1
0.001365184151298811,0.32214765100671144,48,201,1
0.0013657401453420145,0.3232323232323232,48,200,1
0.0013723139301267382,0.3243243243243243,48,199,1
0.0013986727333504128,0.32542372881355935,48,198,1
0.0013991859191501183,0.32764505119453924,48,196,1
0.0014025860531309909,0.3287671232876712,48,195,1
0.0014035161438484428,0.32989690721649484,48,194,1
0.0014137529076167883,0.3310344827586207,48,193,1
0.0014251788613355793,0.3321799307958478,48,192,1
0.0014279937319245561,0.3333333333333333,48,191,1
0.0014337166666475941,0.3344947735191638,48,190,1
0.0014524253795435576,0.3356643356643357,48,189,1
0.0014607196222665086,0.3368421052631579,48,188,1
0.001463872007392067,0.3380281690140845,48,187,1
0.0014807958443818934,0.3392226148409894,48,186,1
0.0014827408830266765,0.3404255319148936,48,185,1
0.0015093514729339619,0.3416370106761566,48,184,1
0.0015346001347921626,0.34285714285714286,48,183,1
0.0015489105512910102,0.34408602150537637,48,182,1
0.0015767011857632917,0.34657039711191334,48,180,1
0.001592392353097613,0.34782608695652173,48,179,1
0.001594903401139426,0.34909090909090906,48,178,1
0.001607664209263501,0.35036496350364965,48,177,1
0.0016097941460887332,0.3516483516483517,48,176,1
0.0016207805327000935,0.35294117647058826,48,175,1
0.0016400031727701596,0.3542435424354244,48,174,1
