tau,f1,tp,fp,fn
0.004633528957391385,0.5052631578947369,48,93,1
0.004722526852766742,0.507936507936508,48,92,1
0.004929382508893864,0.5106382978723404,48,91,1
0.005019905871914876,0.5133689839572192,48,90,1
0.005029766490291775,0.5161290322580645,48,89,1
0.005148007138861033,0.518918918918919,48,88,1
0.0051774039731938325,0.5217391304347826,48,87,1
0.005226347234429887,0.5245901639344263,48,86,1
0.005228723965233732,0.5274725274725275,48,85,1
0.005232170238031758,0.5303867403314918,48,84,1
0.00548953208191784,0.5333333333333333,48,83,1
0.005546462205162513,0.5363128491620112,48,82,1
0.005604513318653897,0.5393258426966292,48,81,1
0.0056908489670004616,0.5423728813559322,48,80,1
0.0057303781601952715,0.5454545454545454,48,79,1
0.0058304205912054164,0.5485714285714286,48,78,1
0.005985110706421936,0.5517241379310344,48,77,1
0.00613408834620994,0.5549132947976879,48,76,1
0.006254545434995414,0.5581395348837209,48,75,1
0.0063653010563649234,0.5614035087719298,48,74,1
0.00640092533051016,0.5647058823529412,48,73,1
0.006485921167175613,0.5680473372781065,48,72,1
0.0065388814490988335,0.5714285714285714,48,71,1
0.0068971373059882705,0.5748502994011976,48,70,1
0.0073757423879436,0.5783132530120482,48,69,1
0.007536119753350748,0.5818181818181818,48,68,1
0.00760617434912707,0.5853658536585366,48,67,1
0.007650975471879322,0.5889570552147239,48,66,1
0.008335618960474672,0.5925925925925926,48,65,1
0.008736757183504957,0.5962732919254657,48,64,1
0.008978487404320506,0.6000000000000001,48,63,1
0.009093434024276786,0.6037735849056604,48,62,1
0.009281541481258742,0.6075949367088608,48,61,1
0.009408143880579607,0.6114649681528662,48,60,1
0.009447459517625857,0.6153846153846154,48,59,1
0.009493667418138256,0.6193548387096774,48,58,1
0.009546767388101472,0.6233766233766234,48,57,1
0.01008261038638108,0.627450980392157,48,56,1
0.01014982598738777,0.631578947368421,48,55,1
0.010168609160747116,0.6357615894039735,48,54,1
0.010169862843765625,0.6399999999999999,48,53,1
0.010293521017082316,0.6442953020134228,48,52,1
0.01029880678486995,0.6486486486486487,48,51,1
0.010343751588777053,0.653061224489796,48,50,1
0.010498423368871973,0.6575342465753425,48,49,1
0.010667892807592595,0.6620689655172414,48,48,1
0.012043907632462046,0.6666666666666666,48,47,1
0.012112866837643656,0.6713286713286712,48,46,1
0.012176902554255855,0.6760563380281689,48,45,1
0.012256005889341743,0.6808510638297872,48,44,1
0.012274042915159206,0.6857142857142856,48,43,1
0.012854780026036244,0.6906474820143884,48,42,1
0.013582204385706544,0.6956521739130433,48,41,1
0.013623256786570049,0.7007299270072993,48,40,1
0.013889447974189227,0.7058823529411765,48,39,1
0.014437702639251754,0.7111111111111112,48,38,1
0.01461292917991031,0.7164179104477613,48,37,1
0.01490146043140233,0.7218045112781954,48,36,1
0.015191493835640812,0.7272727272727273,48,35,1
0.01676775955560304,0.732824427480916,48,34,1
0.01792868452741696,0.7384615384615384,48,33,1
0.01833543170320596,0.7441860465116279,48,32,1
0.019823686465482947,0.75,48,31,1
0.0203853218007244,0.7559055118110237,48,30,1
0.02131252843205364,0.7619047619047619,48,29,1
0.0230469773044818,0.768,48,28,1
0.02333589156286236,0.7741935483870968,48,27,1
0.024448575058023333,0.7804878048780487,48,26,1
0.026440619220172837,0.7868852459016392,48,25,1
0.028050303770673052,0.793388429752066,48,24,1
0.02977962422134041,0.8,48,23,1
0.030056237795252714,0.8067226890756303,48,22,1
0.03570480903324003,0.8135593220338982,48,21,1
0.038196503340313714,0.8205128205128206,48,20,1
0.042969071278772114,0.8275862068965516,48,19,1
0.04592839021871895,0.8347826086956521,48,18,1
0.047401575597169614,0.8421052631578948,48,17,1
0.06238041555073665,0.8495575221238937,48,16,1
0.06405568496106635,0.8571428571428572,48,15,1
0.06422927216570885,0.8468468468468467,47,15,2
0.06858854685678623,0.8545454545454545,47,14,2
0.07844842955166129,0.8623853211009175,47,13,2
0.08425534543298362,0.8703703703703702,47,12,2
0.09178156803161054,0.8785046728971961,47,11,2
0.09550739338748607,0.8867924528301887,47,10,2
0.13831021099328575,0.8952380952380952,47,9,2
0.14642820495534856,0.9038461538461537,47,8,2
0.15710072133208997,0.8932038834951458,46,8,3
0.2311085040958055,0.9019607843137256,46,7,3
0.2507616088498023,0.8910891089108911,45,7,4
0.2863751872902071,0.9,45,6,4
0.29208613900015623,0.9090909090909091,45,5,4
0.3241355695026848,0.8979591836734694,44,5,5
0.3727880374052405,0.8865979381443299,43,5,6
0.390980226876618,0.875,42,5,7
0.4164299554392003,0.8842105263157894,42,4,7
0.43010689658576845,0.8723404255319148,41,4,8
0.47941581213804274,0.8602150537634408,40,4,9
0.4950345659632752,0.8695652173913043,40,3,9
0.5,0.8571428571428572,39,3,10
0.5107292274662245,0.8571428571428572,39,3,10
0.5563548573666963,0.8444444444444446,38,3,11
0.5946017134638434,0.8314606741573034,37,3,12
0.6344174970277295,0.8181818181818182,36,3,13
0.6350556566756879,0.8275862068965517,36,2,13
0.6495956268507896,0.813953488372093,35,2,14
0.6783130598352056,0.7999999999999999,34,2,15
0.6884487385928365,0.7857142857142857,33,2,16
0.7042968045663983,0.7710843373493975,32,2,17
0.7144377522244417,0.7804878048780488,32,1,17
0.7183129454048967,0.7654320987654322,31,1,18
0.8002080292061006,0.775,31,0,18
0.8111824651710634,0.759493670886076,30,0,19
0.81207210896057,0.7435897435897436,29,0,20
0.8496576506517399,0.7272727272727273,28,0,21
0.8827540288134975,0.7105263157894737,27,0,22
0.8950836982723698,0.6933333333333334,26,0,23
0.9021907831239172,0.6756756756756758,25,0,24
0.9031318340796992,0.6575342465753424,24,0,25
0.9091061930637884,0.6388888888888888,23,0,26
0.918268349897136,0.6197183098591549,22,0,27
0.9404979530826215,0.6,21,0,28
0.9415925467039488,0.5797101449275363,20,0,29
0.9571399944075222,0.5588235294117647,19,0,30
0.9639420735382762,0.5373134328358209,18,0,31
0.964435628363081,0.5151515151515151,17,0,32
0.9835220491182516,0.4923076923076923,16,0,33
0.9872377855940357,0.46874999999999994,15,0,34
0.9940000000000001,0.4444444444444445,14,0,35
0.9960895094357118,0.41935483870967744,13,0,36
0.9964895094357119,0.39344262295081966,12,0,37
0.997339509435712,0.36666666666666664,11,0,38
0.999746835443038,0.3389830508474576,10,0,39
0.9997619047619049,0.2181818181818182,6,0,43
1.0,0.1851851851851852,5,0,44
